,user_progress_id,user_id,subchapter_id,chapter_taken_id,current_level,status_subchapter,user_progress_created_at,user_progress_updated_at,chapter_id,name,subchapter_created_at,subchapter_updated_at
786,UP00764,S0931,SCT00019,CHT00225,intermediate,done,2026-04-27 19:06:57,2026-04-27 23:18:52,CT00006,Diagram Batang,2026-01-01,2026-01-01
787,UP00765,S0175,SCT00015,CHT00422,advanced,DONE,2026-04-27 23:05:13,2026-04-27 23:18:52,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
788,UP00766,S0093,SCT00019,CHT00128,advanced,done,2026-04-19 04:30:49,2026-04-20 04:47:49,CT00006,Diagram Batang,2026-01-01,2026-01-01
789,UP00767,S0498,SCT00021,CHT00078,beginner,done,2026-04-26 23:27:48,2026-04-27 23:18:52,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
790,UP00768,S0458,SCT00001,CHT00345,advanced,DONE,2026-04-27 06:09:55,2026-04-27 23:18:52,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
791,UP00769,S0198,SCT00010,CHT00834,intermediate,done,2026-04-13 01:30:16,2026-04-14 01:47:16,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
792,UP00770,S0754,SCT00017,CHT00515,beginner,in-progress,2026-04-13 08:59:24,2026-04-14 09:16:24,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
793,UP00771,S0734,SCT00014,CHT00394,intermediate,not started,2026-04-18 02:54:46,2026-04-19 03:11:46,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
794,UP00772,S0602,SCT00008,CHT01098,intermediate,in-progress,2026-04-21 02:31:52,2026-04-22 02:48:52,CT00003,Skala,2026-01-01,2026-01-01
795,UP00773,S0638,SCT00013,CHT00158,intermediate,done,2026-03-28 15:45:47,2026-03-29 16:02:47,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
796,UP00774,S0404,SCT00015,CHT00919,intermediate,in-progress,2026-04-03 11:01:12,2026-04-04 11:18:12,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
797,UP00775,S0846,SCT00015,CHT00746,beginner,not started,2026-04-11 04:34:52,2026-04-12 04:51:52,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
798,UP00776,S0265,SCT00009,CHT00631,intermediate,in-progress,2026-04-26 12:38:22,2026-04-27 12:55:22,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
799,UP00776,S0265,SCT00009,CHT00631,intermediate,in-progress,2026-04-26 21:32:47,2026-04-27 21:49:47,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
800,UP00777,S0273,SCT00008,CHT01140,beginner,done,2026-04-13 21:18:14,2026-04-14 21:35:14,CT00003,Skala,2026-01-01,2026-01-01
801,UP00778,S0797,SCT00004,CHT00971,intermediate,in-progress,2026-04-25 10:04:50,2026-04-26 10:21:50,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
802,UP00779,S0894,SCT00003,CHT00848,intermediate,done,2026-04-13 21:23:00,2026-04-14 21:40:00,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
803,UP00780,S0474,SCT00004,CHT00620,intermediate,done,2026-03-17 23:54:27,2026-03-19 00:11:27,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
804,UP00781,S0723,SCT00007,CHT01131,advanced,in-progress,2026-03-26 02:38:57,2026-03-27 02:55:57,CT00003,Konsep Rasio,2026-01-01,2026-01-01
805,UP00782,S0107,SCT00015,CHT00132,intermediate,DONE,2026-04-10 17:52:50,2026-04-11 18:09:50,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
806,UP00783,S0796,SCT00016,CHT01046,beginner,done,2026-04-26 23:36:56,2026-04-27 23:18:52,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
807,UP00784,S0839,SCT00016,CHT00310,advanced,in-progress,2026-04-27 13:22:54,2026-04-27 23:18:52,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
808,UP00785,S0097,SCT00007,CHT00257,intermediate,in-progress,2026-03-23 00:01:18,2026-03-24 00:18:18,CT00003,Konsep Rasio,2026-01-01,2026-01-01
809,UP00786,S0018,SCT00009,CHT00289,advanced,not started,2026-04-26 16:53:41,2026-04-27 17:10:41,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
810,UP00787,S0037,SCT00012,CHT00652,intermediate,in-progress,2026-04-27 02:21:07,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
811,UP00788,S0958,SCT00020,CHT01106,beginner,in-progress,2026-02-20 20:59:35,2026-02-21 21:16:35,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
812,UP00789,S0611,SCT00004,CHT00272,intermediate,done,2026-04-18 18:01:32,2026-04-19 18:18:32,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
813,UP00790,S0789,SCT00008,CHT00381,advanced,in-progress,2026-04-25 11:30:15,2026-04-26 11:47:15,CT00003,Skala,2026-01-01,2026-01-01
814,UP00791,S0017,SCT00021,CHT01150,beginner,not started,2026-04-07 10:24:36,2026-04-08 10:41:36,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
815,UP00792,S0256,SCT00013,CHT01153,intermediate,in-progress,2026-04-14 23:14:03,2026-04-15 23:31:03,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
816,UP00793,S0387,SCT00004,CHT00442,advanced,not started,2026-04-09 19:22:05,2026-04-10 19:39:05,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
817,UP00794,S0062,SCT00016,CHT00184,intermediate,not started,2026-04-16 06:15:57,2026-04-17 06:32:57,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
818,UP00795,S0982,SCT00012,CHT00223,beginner,done,2026-04-27 22:17:10,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
819,UP00796,S0814,SCT00009,CHT00594,advanced,not started,2026-04-26 10:50:35,2026-04-27 11:07:35,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
820,UP00797,S0121,SCT00013,CHT00639,beginner,in-progress,2026-04-22 15:15:06,2026-04-23 15:32:06,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
821,UP00798,S0295,SCT00016,CHT00513,advanced,not started,2026-04-27 12:21:56,2026-04-27 23:18:52,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
822,UP00799,S0984,SCT00009,CHT00566,intermediate,not started,2026-04-27 19:21:10,2026-04-27 23:18:52,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
823,UP00800,S0603,SCT00017,CHT01015,intermediate,done,2026-04-15 12:43:11,2026-04-16 13:00:11,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
824,UP00801,S0309,SCT00015,CHT00604,intermediate,DONE,2026-04-20 18:19:50,2026-04-21 18:36:50,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
825,UP00802,S0048,SCT00006,CHT01052,intermediate,in-progress,2026-04-14 04:04:23,2026-04-15 04:21:23,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
826,UP00803,S0247,SCT00021,CHT00842,advanced,in-progress,2026-03-25 08:26:07,2026-03-26 08:43:07,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
827,UP00804,S0032,SCT00009,CHT00410,beginner,done,2026-04-11 09:03:45,2026-04-12 09:20:45,CT00003,Laju Perubahan Satuan,2026-01-01,2026-01-01
828,UP00805,S0270,SCT00004,CHT01108,advanced,done,2026-04-27 20:19:43,2026-04-27 23:18:52,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
829,UP00806,S0574,SCT00005,CHT00600,intermediate,not started,2026-04-26 23:11:59,2026-04-27 23:18:52,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
830,UP00807,S0234,SCT00015,CHT00240,intermediate,in-progress,2026-04-24 21:10:33,2026-04-25 21:27:33,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
831,UP00808,S0005,SCT00003,CHT00354,advanced,not started,2026-04-27 22:16:32,2026-04-27 23:18:52,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
832,UP00809,S0595,SCT00010,CHT00844,beginner,in-progress,2026-04-27 22:12:32,2026-04-27 23:18:52,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
833,UP00810,S0648,SCT00019,CHT01016,intermediate,not started,2026-04-27 22:24:22,2026-04-27 23:18:52,CT00006,Diagram Batang,2026-01-01,2026-01-01
834,UP00811,S0046,SCT00018,CHT00955,beginner,done,2026-04-22 23:56:29,2026-04-24 00:13:29,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
835,UP00812,S0768,SCT00013,CHT00826,advanced,done,2026-04-25 13:27:14,2026-04-26 13:44:14,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
836,UP00813,S0791,SCT00008,CHT00288,intermediate,not started,2026-04-21 21:22:23,2026-04-22 21:39:23,CT00003,Skala,2026-01-01,2026-01-01
837,UP00814,S0684,SCT00019,CHT00161,advanced,done,2026-04-26 06:06:59,2026-04-27 06:23:59,CT00006,Diagram Batang,2026-01-01,2026-01-01
838,UP00815,S0449,SCT00010,CHT00842,advanced,not started,2026-03-31 05:19:30,2026-04-01 05:36:30,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
839,UP00816,S0732,SCT00012,CHT00896,beginner,in-progress,2026-04-27 06:11:48,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
840,UP00817,S0302,SCT00017,CHT01109,advanced,in-progress,2026-03-16 05:42:10,2026-03-17 05:59:10,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
841,UP00818,S0310,SCT00014,CHT00111,advanced,in-progress,2026-04-17 03:37:48,2026-04-18 03:54:48,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
842,UP00819,S0091,SCT00015,CHT00017,beginner,not started,2026-04-24 00:20:40,2026-04-25 00:37:40,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
843,UP00820,S0389,SCT00010,CHT00068,intermediate,not started,2026-04-21 18:03:55,2026-04-22 18:20:55,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
844,UP00821,S0247,SCT00006,CHT00523,beginner,DONE,2026-04-27 20:28:54,2026-04-27 23:18:52,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
845,UP00822,S0725,SCT00021,CHT00965,intermediate,done,2026-04-21 23:18:18,2026-04-22 23:35:18,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
846,UP00823,S0731,SCT00014,CHT00458,intermediate,DONE,2026-04-15 01:16:36,2026-04-16 01:33:36,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
847,UP00824,S0336,SCT00006,CHT00458,intermediate,done,2026-04-06 06:12:28,2026-04-07 06:29:28,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
848,UP00825,S0277,SCT00008,CHT00318,beginner,done,2026-03-31 21:42:04,2026-04-01 21:59:04,CT00003,Skala,2026-01-01,2026-01-01
849,UP00825,S0277,SCT00008,CHT00318,beginner,done,2026-04-07 19:07:09,2026-04-08 19:24:09,CT00003,Skala,2026-01-01,2026-01-01
850,UP00826,S0718,SCT00003,CHT00846,beginner,in-progress,2026-04-21 14:42:03,2026-04-22 14:59:03,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
851,UP00827,S0285,SCT00019,CHT00701,intermediate,done,2026-04-27 09:02:27,2026-04-27 23:18:52,CT00006,Diagram Batang,2026-01-01,2026-01-01
852,UP00828,S0454,SCT00003,CHT00645,advanced,in-progress,2026-04-22 04:25:42,2026-04-23 04:42:42,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
853,UP00829,S0259,SCT00011,CHT00108,intermediate,done,2026-04-22 04:50:07,2026-04-23 05:07:07,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
854,UP00830,S0205,SCT00001,CHT00777,beginner,in-progress,2026-04-27 18:14:09,2026-04-27 23:18:52,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
855,UP00831,S0421,SCT00016,CHT00994,intermediate,in-progress,2026-04-26 19:59:40,2026-04-27 20:16:40,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
856,UP00832,S0843,SCT00017,CHT00872,advanced,in-progress,2026-04-24 23:48:26,2026-04-26 00:05:26,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
857,UP00833,S0621,SCT00005,CHT01127,beginner,done,2026-04-27 15:20:04,2026-04-27 23:18:52,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
858,UP00834,S0918,SCT00017,CHT00116,intermediate,done,2026-04-01 08:35:34,2026-04-02 08:52:34,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
859,UP00835,S0446,SCT00007,CHT00905,advanced,not started,2026-04-04 04:59:29,2026-04-05 05:16:29,CT00003,Konsep Rasio,2026-01-01,2026-01-01
860,UP00836,S0736,SCT00013,CHT00803,intermediate,not started,2026-04-27 08:28:03,2026-04-27 23:18:52,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
861,UP00837,S0980,SCT00012,CHT00233,advanced,in-progress,2026-04-23 14:30:19,2026-04-24 14:47:19,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
862,UP00838,S0815,SCT00003,CHT01149,beginner,not started,2026-04-25 09:27:55,2026-04-26 09:44:55,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
863,UP00839,S0293,SCT00011,CHT00868,beginner,not started,2026-04-27 20:51:20,2026-04-27 23:18:52,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
864,UP00840,S0594,SCT00008,CHT00373,beginner,in-progress,2026-04-17 23:09:13,2026-04-18 23:26:13,CT00003,Skala,2026-01-01,2026-01-01
865,UP00841,S0777,SCT00020,CHT01106,advanced,not started,2026-02-21 19:22:25,2026-02-22 19:39:25,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
866,UP00842,S0495,SCT00020,CHT00712,advanced,in-progress,2026-04-22 02:19:02,2026-04-23 02:36:02,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
867,UP00843,S0786,SCT00016,CHT00988,intermediate,DONE,2026-03-18 23:33:48,2026-03-19 23:50:48,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
868,UP00844,S0795,SCT00001,CHT00890,beginner,in-progress,2026-04-23 10:53:40,2026-04-24 11:10:40,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
869,UP00845,S0629,SCT00002,CHT00168,advanced,in-progress,2026-04-26 03:24:29,2026-04-27 03:41:29,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
870,UP00846,S0333,SCT00018,CHT00701,intermediate,in-progress,2026-04-26 07:47:55,2026-04-27 08:04:55,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
871,UP00847,S0841,SCT00001,CHT00357,beginner,in-progress,2026-04-22 18:45:00,2026-04-23 19:02:00,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
872,UP00848,S0801,SCT00006,CHT00500,beginner,not started,2026-03-20 20:51:17,2026-03-21 21:08:17,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
873,UP00849,S0945,SCT00008,CHT00701,beginner,not started,2026-04-23 22:54:44,2026-04-24 23:11:44,CT00003,Skala,2026-01-01,2026-01-01
874,UP00850,S0015,SCT00007,CHT00666,intermediate,not started,2026-04-26 03:22:14,2026-04-27 03:39:14,CT00003,Konsep Rasio,2026-01-01,2026-01-01
875,UP00851,S0674,SCT00004,CHT00774,intermediate,in-progress,2026-04-21 09:52:45,2026-04-22 10:09:45,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
876,UP00852,S0510,SCT00010,CHT00048,advanced,done,2026-04-27 03:36:40,2026-04-27 23:18:52,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
877,UP00853,S0359,SCT00007,CHT00052,beginner,in-progress,2026-04-11 15:53:38,2026-04-12 16:10:38,CT00003,Konsep Rasio,2026-01-01,2026-01-01
878,UP00854,S0144,SCT00003,CHT00795,advanced,not started,2026-04-14 05:10:06,2026-04-15 05:27:06,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
879,UP00855,S0510,SCT00017,CHT01149,advanced,done,2026-04-24 15:45:55,2026-04-25 16:02:55,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
880,UP00856,S0080,SCT00002,CHT00895,advanced,in-progress,2026-04-25 18:17:13,2026-04-26 18:34:13,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
881,UP00857,S0078,SCT00002,CHT01063,intermediate,done,2026-04-24 15:50:52,2026-04-25 16:07:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
882,UP00858,S0455,SCT00006,CHT00082,advanced,done,2026-04-14 01:15:04,2026-04-15 01:32:04,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
883,UP00859,S0820,SCT00012,CHT00715,advanced,done,2026-04-27 16:36:47,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
884,UP00860,S0408,SCT00017,CHT00768,advanced,done,2026-03-28 10:45:05,2026-03-29 11:02:05,CT00006,Macam-Macam Data,2026-01-01,2026-01-01
885,UP00861,S0695,SCT00021,CHT00700,beginner,done,2026-03-07 19:52:51,2026-03-08 20:09:51,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
886,UP00862,S0784,SCT00001,CHT00585,beginner,done,2026-04-24 09:25:58,2026-04-25 09:42:58,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
887,UP00863,S0975,SCT00012,CHT00733,intermediate,in-progress,2026-04-27 02:37:06,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
888,UP00864,S0219,SCT00019,CHT00328,advanced,done,2026-04-23 02:43:51,2026-04-24 03:00:51,CT00006,Diagram Batang,2026-01-01,2026-01-01
889,UP00865,S0188,SCT00010,CHT00183,advanced,in-progress,2026-04-07 02:06:04,2026-04-08 02:23:04,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
890,UP00866,S0543,SCT00015,CHT01185,intermediate,done,2026-04-27 20:34:30,2026-04-27 23:18:52,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
891,UP00867,S0362,SCT00018,CHT00857,beginner,in-progress,2026-04-12 05:31:56,2026-04-13 05:48:56,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
892,UP00868,S0743,SCT00006,CHT00118,advanced,in-progress,2026-04-24 22:11:05,2026-04-25 22:28:05,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
893,UP00869,S0389,SCT00011,CHT00523,intermediate,done,2026-04-27 21:44:54,2026-04-27 23:18:52,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
894,UP00870,S0250,SCT00011,CHT01033,intermediate,not started,2026-04-23 18:24:27,2026-04-24 18:41:27,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
895,UP00871,S0308,SCT00001,CHT00563,beginner,done,2026-04-27 23:05:55,2026-04-27 23:18:52,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
896,UP00872,S0768,SCT00012,CHT00531,intermediate,in-progress,2026-04-27 05:18:09,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
897,UP00873,S0019,SCT00020,CHT00748,beginner,in-progress,2026-04-27 07:49:25,2026-04-27 23:18:52,CT00006,Diagram Lingkaran,2026-01-01,2026-01-01
898,UP00874,S0609,SCT00018,CHT00186,beginner,DONE,2026-03-06 19:27:36,2026-03-07 19:44:36,CT00006,Diagram dalam Statistika,2026-01-01,2026-01-01
899,UP00875,S0718,SCT00007,CHT00029,advanced,in-progress,2026-04-26 00:52:02,2026-04-27 01:09:02,CT00003,Konsep Rasio,2026-01-01,2026-01-01
900,UP00876,S0857,SCT00007,CHT00999,intermediate,in-progress,2026-03-27 08:51:51,2026-03-28 09:08:51,CT00003,Konsep Rasio,2026-01-01,2026-01-01
901,UP00877,S0638,SCT00001,CHT00671,beginner,not started,2026-04-23 18:09:21,2026-04-24 18:26:21,CT00001,Memahami Bilangan Bulat,2026-01-01,2026-01-01
902,UP00878,S0932,SCT00005,CHT00107,advanced,in-progress,2026-04-25 06:35:18,2026-04-26 06:52:18,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
903,UP00879,S0771,SCT00019,CHT01004,advanced,done,2026-04-20 04:31:37,2026-04-21 04:48:37,CT00006,Diagram Batang,2026-01-01,2026-01-01
904,UP00879,S0771,SCT00019,CHT01004,advanced,done,2026-04-26 18:50:41,2026-04-27 19:07:41,CT00006,Diagram Batang,2026-01-01,2026-01-01
905,UP00880,S0089,SCT00010,CHT00524,beginner,not started,2026-04-15 02:50:36,2026-04-16 03:07:36,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
906,UP00881,S0535,SCT00013,CHT00931,beginner,done,2026-04-20 22:39:28,2026-04-21 22:56:28,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
907,UP00882,S0708,SCT00013,CHT00703,advanced,not started,2026-04-26 08:33:13,2026-04-27 08:50:13,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
908,UP00883,S0942,SCT00016,CHT00317,advanced,in-progress,2026-04-13 09:09:19,2026-04-14 09:26:19,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
909,UP00883,S0942,SCT00016,CHT00317,advanced,in-progress,2026-04-16 09:29:57,2026-04-17 09:46:57,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
910,UP00884,S0751,SCT00015,CHT00707,advanced,not started,2026-04-20 20:24:43,2026-04-21 20:41:43,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
911,UP00885,S0489,SCT00021,CHT00656,beginner,in-progress,2026-04-26 11:55:12,2026-04-27 12:12:12,CT00006,Memilih Diagram yang Tepat,2026-01-01,2026-01-01
912,UP00886,S0687,SCT00013,CHT01014,advanced,done,2026-04-19 14:57:30,2026-04-20 15:14:30,CT00005,Hubungan Antar Sudut,2026-01-01,2026-01-01
913,UP00887,S0666,SCT00004,CHT00664,advanced,DONE,2026-04-07 18:32:45,2026-04-08 18:49:45,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
914,UP00888,S0867,SCT00012,CHT01067,advanced,not started,2026-04-27 21:40:52,2026-04-27 23:18:52,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
915,UP00889,S0050,SCT00012,CHT00335,beginner,in-progress,2026-04-26 18:27:53,2026-04-27 18:44:53,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
916,UP00890,S0685,SCT00003,CHT00295,intermediate,in-progress,2026-04-27 20:26:14,2026-04-27 23:18:52,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
917,UP00891,S0385,SCT00002,CHT01116,advanced,in-progress,2026-04-06 03:18:41,2026-04-07 03:35:41,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
918,UP00892,S0474,SCT00019,CHT00241,advanced,done,2026-04-24 23:23:08,2026-04-25 23:40:08,CT00006,Diagram Batang,2026-01-01,2026-01-01
919,UP00893,S0689,SCT00002,CHT00401,beginner,done,2026-04-04 17:06:05,2026-04-05 17:23:05,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
920,UP00894,S0282,SCT00002,CHT01024,intermediate,in-progress,2026-04-27 07:40:52,2026-04-27 23:18:52,CT00001,Operasi Hitung Bilangan Bulat,2026-01-01,2026-01-01
921,UP00895,S0664,SCT00012,CHT00985,intermediate,done,2026-04-17 05:18:55,2026-04-18 05:35:55,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
922,UP00896,S0487,SCT00008,CHT00059,advanced,in-progress,2026-04-19 21:49:46,2026-04-20 22:06:46,CT00003,Skala,2026-01-01,2026-01-01
923,UP00897,S0517,SCT00019,CHT00612,advanced,in-progress,2026-03-23 04:07:43,2026-03-24 04:24:43,CT00006,Diagram Batang,2026-01-01,2026-01-01
924,UP00898,S0786,SCT00010,CHT00017,beginner,done,2026-04-27 09:25:10,2026-04-27 23:18:52,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
925,UP00899,S0169,SCT00016,CHT00707,intermediate,not started,2026-03-15 19:53:07,2026-03-16 20:10:07,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
926,UP00900,S0834,SCT00010,CHT00696,beginner,done,2026-04-27 14:30:53,2026-04-27 23:18:52,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
927,UP00901,S0833,SCT00010,CHT00616,advanced,not started,2026-03-29 05:50:08,2026-03-30 06:07:08,CT00004,Unsur-Unsur Bentuk Aljabar,2026-01-01,2026-01-01
928,UP00902,S0798,SCT00019,CHT01181,advanced,not started,2026-04-24 22:27:25,2026-04-25 22:44:25,CT00006,Diagram Batang,2026-01-01,2026-01-01
929,UP00903,S0833,SCT00015,CHT00989,beginner,done,2026-04-27 12:36:07,2026-04-27 23:18:52,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
930,UP00904,S0577,SCT00015,CHT01020,advanced,in-progress,2026-04-17 14:02:12,2026-04-18 14:19:12,CT00005,Kesebangunan pada Segitiga,2026-01-01,2026-01-01
931,UP00905,S0264,SCT00014,CHT00601,advanced,in-progress,2026-04-19 00:53:41,2026-04-20 01:10:41,CT00005,Arti Kesebangunan,2026-01-01,2026-01-01
932,UP00906,S0405,SCT00011,CHT01130,beginner,done,2026-04-25 21:41:36,2026-04-26 21:58:36,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
933,UP00907,S0920,SCT00005,CHT00695,beginner,not started,2026-04-27 22:34:26,2026-04-27 23:18:52,CT00002,Membandingkan Bilangan Rasional,2026-01-01,2026-01-01
934,UP00908,S0080,SCT00003,CHT01169,beginner,done,2026-04-21 19:05:13,2026-04-22 19:22:13,CT00001,Faktor Bilangan Bulat,2026-01-01,2026-01-01
935,UP00909,S0865,SCT00006,CHT00638,intermediate,done,2026-04-19 12:06:54,2026-04-20 12:23:54,CT00002,Operasi Hitung Bilangan Rasional .,2026-01-01,2026-01-01
936,UP00910,S0107,SCT00012,CHT01100,beginner,done,2026-04-10 15:06:14,2026-04-11 15:23:14,CT00004,Pemodelan dengan Bentuk Aljabar,2026-01-01,2026-01-01
937,UP00911,S0364,SCT00004,CHT00038,advanced,in-progress,2026-04-16 11:50:56,2026-04-17 12:07:56,CT00002,Di Antara Dua Bilangan Bulat,2026-01-01,2026-01-01
938,UP00912,S0909,SCT00016,CHT00795,intermediate,done,2026-04-08 01:49:00,2026-04-09 02:06:00,CT00006,Investigasi Statistika,2026-01-01,2026-01-01
939,UP00913,S0692,SCT00011,CHT00871,beginner,DONE,2026-04-26 02:44:09,2026-04-27 03:01:09,CT00004,Sifat-Sifat dan Operasi Aljabar,2026-01-01,2026-01-01
940,UP00914,S0304,SCT00019,CHT00392,beginner,in-progress,2026-04-25 12:57:43,2026-04-26 13:14:43,CT00006,Diagram Batang,2026-01-01,2026-01-01
